item,id_netux,criterio_calificacion,nombre_equipo,estado_informe,codigo_certificado,marca,serie,descripcion,iq,oq,pq,cal,centro_costo,area,ubicacion_fisica,proveedor,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,fecha,dias_vigencia_certificado,torre,pendientes,p_iq,p_oq,p_pq,p_cal,precio_unitario
100 µl  - -sale a calibración sin BACK UP - RECEPCIÓN PENDIENTE - FACTURACIÓN ENERO,,,Micropipeta,En Revisión,CC 433832,Biohit ,10023589,Calibración metrologica,,OQ,PQ,CAL,2300.0,Laboratorio Clínico,Laboratorio clínico,Celsius,,,,,,,,,,,X,X,2024-12-20,140,Torre A,Realizado,0,0.0,0.0,0.0,111109
20 µl  -sale a calibración sin BACK UP - Calibración en diciembre - Facturación enero,,,Micropipeta,En Revisión,CC 380793,Transfepette,10Y5751,Calibración metrologica,,OQ,PQ,CAL,2300.0,Laboratorio Clínico,Laboratorio clínico,Celsius,,,,,,,,,,,X,X,2024-12-20,140,Torre A,Realizado,0,0.0,0.0,0.0,111109
---,,,Nevera,,2998,Supernordico,P-3566,Verificación metrologica,,,,CAL,200.0,Hospitalización niños,TCP2,Ainser,,,,,,X,,,,,,,2025-07-11,343,Torre C,Realizado,0,0.0,0.0,0.0,300000
100 -1000 µl ,,,Micropipeta,En Revisión,CC 396605 // CC 442748,Boeco,QE414049,Calibración metrologica,,OQ,PQ,CAL,2300.0,Laboratorio Clínico,Microbiología,Celsius,,X,,,,,,,,,,,2025-02-27,209,Torre A,Realizado,0,0.0,0.0,0.0,111109
5 - 50 µl RECEPCIÓN OK ,,,Micropipeta,En Revisión,CC 368003 // CC 423627,Biohit 5 - 50,42382007,Calibración metrologica,,OQ,PQ,CAL,6904.0,Sede 102,Sede 102 laboratorio,Celsius,,,,,,,,,X,,,,2024-09-25,54,Sede 102,Realizado,0,0.0,0.0,0.0,111109
20 - 200 µl RECEPCIÓN OK ,,,Micropipeta,En Revisión,CC 367990 // CC 423626,Biohit20-200,42586986,Calibración metrologica,,OQ,PQ,CAL,6904.0,Sede 102,Sede 102 laboratorio,Celsius,,,,,,,,,X,,,,2024-09-25,54,Sede 102,Realizado,0,0.0,0.0,0.0,111109
"-3,1 mmHg - NO DISPONIBILIDAD",,Cumple,Tensiometro,En Revisión,CC 402355,Welch Allyn,119438584,Calibración metrologica,,,,CAL,5206.0,Chequeo Ejecutivo,Chequeo Ejecutivo,Celsius,,,,X,X,X,X,,,,,,2025-05-10,281,Torre F,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 402908 // CC 458485,Welch Allyn,110801083617,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 516,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 402909 // CC 458483,Welch Allyn,110701173254,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 510,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 402910 // CC 458479,Welch Allyn,180209073305,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 503,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 403750 // CC 452425,Welch Allyn,70903073607,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-05-08,279,Torre D,Realizado,0,0.0,0.0,0.0,63944
"SIN FF, SERIE INCORRECTO",,,Tensiometro,En Revisión,CC 403751 // CC 452427,Welch Allyn,70903161947,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-05-08,279,Torre D,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 403752 //  CC 452428,Welch Allyn,70830111131,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-05-08,279,Torre D,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 403753 //  CC 452429,Welch Allyn,203050696,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-05-08,279,Torre D,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 403754 //  CC 452430,Welch Allyn,70830114930,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-05-08,279,Torre D,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 403755-S  // CC 452426,Welch Allyn,70830163111,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-05-08,279,Torre D,Realizado,0,0.0,0.0,0.0,63944
"SIN FF, SERIE INCORRECTO",,,Tensiometro,En Revisión,CC 403756 // CC 457899,Welch Allyn,121109125666,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre D,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407340 // CC 458482,Welch Allyn,200128172135,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 505,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407341 // CC 458480,Welch Allyn,150807101415,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 512,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407342 // CC 458475,Welch Allyn,140131165075,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 513,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
5-50 uL,,,Micropipeta,En Revisión,CC  402977 // CC 458546,Boeco,QE414866,Calibración metrologica,,OQ,PQ,CAL,2300.0,Laboratorio Clínico,Inmunoquimica,Celsius,,,,X,,,,,,,,,2025-05-28,299,Torre A,Realizado,0,0.0,0.0,0.0,111109
"-2,5 mmHg",,,Tensiometro,En Revisión,CC 402335 // CC 457970,Welch Allyn,121109125886,Calibración metrologica,,,,CAL,1100.0,Hospitalización Adultos,Hospitalización Suit Carlos Lleras,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre D,Realizado,0,0.0,0.0,0.0,63944
"-2,1 mmHg, SIN FTT",,,Tensiometro,En Revisión,CC 402336 // CC 452432,Welch Allyn,111207125915,Calibración metrologica,,,,CAL,1101.0,Hospitalización Adultos,Hospitalización Suit Carlos Lleras,Celsius,,,,X,,,,,,,,,2025-05-06,277,Torre D,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407343 //  CC 458481,Welch Allyn,200128165405,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 502,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407344 // CC 458477,Welch Allyn,110802065157,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera, Hospitalización adultos TBP - 507 ,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407345 // CC 458474,Welch Allyn,150811063275,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 508,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407346 // CC 457909,Welch Allyn,171214141975,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP504,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407347 // CC 458486,Welch Allyn,110729082828,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP515,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407348 // CC 458484,Welch Allyn,150811052735,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP509,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407349 // CC 457908,Welch Allyn,110729123843,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera, Hospitalización adultos  TBP506,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407350 // CC 458476,Welch Allyn,110728185931,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos  TBP501,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407351 // CC 457910,Welch Allyn,200128165725,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP514,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407352 // CC 457907,Welch Allyn,110825110829,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera, Hospitalización adultos TBP511 ,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407353-S // CC 458467,Welch Allyn,110728165825,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP604,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407354-S // CC 457906,Welch Allyn,110728204737,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP609,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407355 // CC 457904,Welch Allyn,110728180956,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 611,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407358 // CC 458466,Welch Allyn,110728172232,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 601,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407359 // CC 457903,Welch Allyn,140904184155,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultoss TBP - 614,Celsius,,,,,X,,,,,,,,2025-06-16,318,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407360 // CC 458472,Welch Allyn,110701173157,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos  TBP - 613,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407361 // CC 458473,Welch Allyn,110729133337,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 602,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407362 // CC 458469,Welch Allyn,110728165629,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos  TBP - 610,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407363 // CC 458468,Welch Allyn,110704094336,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 607,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407364 // CC 458465,Welch Allyn,151028193055,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos  TBP - 612,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 407365 //  CC 458471,Welch Allyn,160905101765,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP - 616,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre B,Realizado,0,0.0,0.0,0.0,63944
SIN FF - CARGAR,,,Tensiometro,En Revisión,CC 407366 // CC 458488,TYCOS,9401101866,Calibración metrologica,,,,CAL,1100.0,Hospitalización Adultos, TAP3,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre A,Realizado,0,0.0,0.0,0.0,63944
SIN FF - CARGAR,,,Tensiometro,En Revisión,CC 407367-S // CC 458487,Welch Allyn,69611748,Calibración metrologica,,,,CAL,1100.0,Hospitalización Adultos,Hospitalización Adultos - TAP4,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre A,Realizado,0,0.0,0.0,0.0,63944
3 mmHg,,,Tensiometro,En Revisión,CC 402325 // CC 457981,Heine,500063106,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I piso 6 C.601,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 406928,welch Allyn,111207162503 -131227184655,Calibración metrologica,,,,CAL,6904.0,Sede 102,Laboratorio clínico,Celsius,,,,X,,,,,,,,,2025-04-15,256,Sede 102,Realizado,0,0.0,0.0,0.0,63944
"2,7 mmHg",,,Tensiometro,En Revisión,CC 402318 // CC 457975,HEINE,500063121,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.418,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
"1,9 mmHg",,,Tensiometro,En Revisión,CC 402317 // CC 457973,Heine,500063130,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.401,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
RECEPCIÓN OK ,,,Tensiometro,En Revisión,CC 366644 // CC 423805,Welch Allyn,131227184875,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias adultos TAP1 consultorio,Celsius,,,,,,,,,X,,,,2024-10-01,60,Torre A,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 408043 // CC 457268,Heine,500063128,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.816,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 408044 // CC 458499,HEINE,500063126,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.812,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 408045 // CC 458497,HEINE,500063127,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.810,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
SIN FTT,,,Tensiometro,En Revisión,CC 408046 // CC 456936,Welch Allyn,110728174803,Calibración metrologica,,,,CAL,1300.0,UCI Coronaria,UCI Coronaria,Celsius,,,,,X,,,,,,,,2025-06-17,319,Torre B,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 408047 // CC 457266,HEINE,500063083,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.811,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 408048 // CC 457267,HEINE,500063096,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.817,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 408049 // CC 458495,HEINE,500063109,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.815,Celsius,,,,,X,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
---,,Cumple,Tensiometro,En Revisión,CC 388141 // CC 441671,HEINE,500063113,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C. 604,Celsius,,X,,,,,,,,,,,2025-03-26,236,Torre I,Realizado,0,0.0,0.0,0.0,63944
"-2,6 mmHg // SIN FTT",,,Tensiometro,En Revisión,CC 398470 // CC 447714,Welch Allyn,200414144635,Calibración metrologica,,,,CAL,6904.0,Sede 102,Sede 102 ,Celsius,,,X,,,,,,,,,,2025-04-15,256,Sede 102,Realizado,0,0.0,0.0,0.0,63944
---,,,Tensiometro,En Revisión,CC 387681 // CC 440106,Welch Allyn,130607173656,Calibración metrologica,,,,CAL,1400.0,Hemodinamia,Hemodinamia e intervencionismo,Celsius,,X,,,,,,,,,,,2025-02-06,188,Torre A,Realizado,0,0.0,0.0,0.0,63944
---,,Cumple,Tensiometro,En Revisión,CC 388142 // CC441677,HEINE,500063135,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C. 603,Celsius,,X,,,,,,,,,,,2025-02-27,209,Torre I,Realizado,0,0.0,0.0,0.0,63944
"1,8 mmHg",,,Tensiometro,En Revisión,CC 397570 // CC 448277,Gamma,500063120,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.01,Celsius,,,X,,,,,,,,,,2025-04-09,250,Torre I,Realizado,0,0.0,0.0,0.0,63944
"-2,4 mmHg",,,Tensiometro,En Revisión,CC 397571 // CC 448279,Welch Allyn,91015184153,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.03,Celsius,,,X,,,,,,,,,,2025-04-09,250,Torre I,Realizado,0,0.0,0.0,0.0,63944
3 mmHg,,,Tensiometro,En Revisión,CC 397569 //  CC 451567,Heine,500063132,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.15,Celsius,,,,X,,,,,,,,,2025-04-28,269,Torre I,Realizado,0,0.0,0.0,0.0,63944
"-3,2 mmHg ya",,,Tensiometro,En Revisión,CC 397565 // CC 451561,Welch Allyn,100503175646,Calibración metrologica,,,,CAL,7408.0,Consulta externa,Torre I piso 8 C.808,Celsius,,,,X,,,,,,,,,2025-04-28,269,Torre I,Realizado,0,0.0,0.0,0.0,63944
"-2,2 mmHg",,,Tensiometro,En Revisión,CC 397582 // CC 448266,Welch Allyn,130611065236,Calibración metrologica,,,,CAL,2000.0,Unidad de la Mujer,Unidad de la mujer,Celsius,,,X,,,,,,,,,,2025-04-09,250,Torre D,Realizado,0,0.0,0.0,0.0,63944
"-2,3 mmHg",,,Tensiometro,En Revisión,CC 397952 // CC 448276,Welch Allyn,130212120936,Calibración metrologica,,,,CAL,700.0,Hemato-oncología,Hemato-oncología C16,Celsius,,,X,,,,,,,,,,2025-04-09,250,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-1,9 mmHg",,,Tensiometro,En Revisión,CC 397943 // CC 448261,Welch Allyn,130204065106,Calibración metrologica,,,,CAL,2600.0,Rehabilitación cardíaca,Rehabilitación cardiaca,Celsius,,,,x,,,,,,,,,2025-04-08,249,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-3,1 mmHg",,,Tensiometro,En Revisión,CC 397589 // CC 448258,Welch Allyn,130204084216,Calibración metrologica,,,,CAL,2600.0,Rehabilitación cardíaca,Rehabilitación cardiaca,Celsius,,,X,,,,,,,,,,2025-04-08,249,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-1,1 mmHg",,,Tensiometro,En Revisión,CC 397586 //  CC 448259,Welch Allyn,171208074705,Calibración metrologica,,,,CAL,2600.0,Rehabilitación cardíaca,Rehabilitación cardiaca,Celsius,,,X,,,,,,,,,,2025-04-08,249,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-1,1 mmHg",,,Tensiometro,En Revisión,CC 397587 //  CC 448263,Welch Allyn,170314194955,Calibración metrologica,,,,CAL,2600.0,Rehabilitación cardíaca,Rehabilitación cardiaca,Celsius,,,X,,,,,,,,,,2025-04-08,249,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-3,6 mmHg",,,Tensiometro,En Revisión,CC 397588 // CC 448260,Welch Allyn,130610131926,Calibración metrologica,,,,CAL,2600.0,Rehabilitación cardíaca,Rehabilitación cardiaca,Celsius,,,X,,,,,,,,,,2025-04-08,249,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-3,2 mmHg",,,Tensiometro,En Revisión,CC 397944 // CC 448264,Welch Allyn,121212091916,Calibración metrologica,,,,CAL,2600.0,Rehabilitación cardíaca,Rehabilitación cardiaca,Celsius,,,X,,,,,,,,,,2025-04-08,249,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-2,4 mmHg",,,Tensiometro,En Revisión,CC 397961 // CC 448268,Heine,500063129,Calibración metrologica,,,,CAL,3800.0,Unidad de la Mujer,Unidad de la mujer,Celsius,,,X,,,,,,,,,,2025-04-09,250,Torre D,Realizado,0,0.0,0.0,0.0,63944
"-1,8 mmHg",,,Tensiometro,En Revisión,CC 402311 // CC 457983,Welch Allyn,131001172126,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.410,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
"-3,5 mmHg",,,Tensiometro,En Revisión,CC 397960 //  CC 448267,Welch Allyn,130902171236,Calibración metrologica,,,,CAL,3800.0,Unidad de la Mujer,Unidad de la mujer,Celsius,,,X,,,,,,,,,,2025-04-09,250,Torre D,Realizado,0,0.0,0.0,0.0,63944
"-3,6 mmHg",,,Tensiometro,En Revisión,CC 397959 // CC 451570,Welch Allyn,110718172241,Calibración metrologica,,,,CAL,5700.0,Urgencias Adultos,Extensión Torre D piso 1,Celsius,,,,X,,,,,,,,,2025-04-28,269,Torre D,Realizado,0,0.0,0.0,0.0,63944
"-1,8 mmHg",,,Tensiometro,En Revisión,CC 398472 // CC 451566,Welch Allyn,61121151311,Calibración metrologica,,,,CAL,1200.0,Unidad diagnóstica no invasiva adultos,Unidad diagnostica no invasiva,Celsius,,,,X,,,,,,,,,2025-04-28,269,Torre F,Realizado,0,0.0,0.0,0.0,63944
"-1,9 mmHg",,,Tensiometro,En Revisión,CC 398475 // CC 451563,Welch Allyn,130920153816,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias respiratorias C02,Celsius,,,,X,,,,,,,,,2025-05-28,299,Torre A,Realizado,0,0.0,0.0,0.0,63944
-2 mmHg,,,Tensiometro,En Revisión,CC 398473 // CC 451564,Welch Allyn,111207164843,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias Adultos Respiratorio C 01,Celsius,,,,X,,,,,,,,,2025-04-28,269,Torre A,Realizado,0,0.0,0.0,0.0,63944
"-2,4 mmHg",,,Tensiometro,En Revisión,CC 398471 // CC 451562,Welch Allyn,151027124885,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias Planes especiales  C.01,Celsius,,,,X,,,,,,,,,2025-04-28,269,Torre A,Realizado,0,0.0,0.0,0.0,63944
"-2,2 mmHg // SIN FTT",,,Tensiometro,En Revisión,CC 397427 // CC 447712,Welch Allyn,200420120115,Calibración metrologica,,,,CAL,6904.0,Sede 102,Sala de procedimietos,Celsius,,,X,,,,,,,,,,2025-04-15,256,Sede 102,Realizado,0,0.0,0.0,0.0,63944
"-3,4 mmHg // CON TFF",,,Tensiometro,En Revisión,CC 397426 // CC 447715,Welch Allyn,200420120765,Calibración metrologica,,,,CAL,6904.0,Sede 102,Consultorio 2,Celsius,,,X,,,,,,,,,,2025-04-15,256,Sede 102,Realizado,0,0.0,0.0,0.0,63944
-2 mmHg // CON FTT,,,Tensiometro,En Revisión,CC 397428 // CC 447717,Welch Allyn,200417142785,Calibración metrologica,,,,CAL,6904.0,Sede 102,Pre consulta,Celsius,,,X,,,,,,,,,,2025-04-15,256,Sede 102,Realizado,0,0.0,0.0,0.0,63944
"1,9 mmHg // CON FTT",,,Tensiometro,En Revisión,CC 397425 // CC 447716,Welch Allyn,200420121295,Calibración metrologica,,,,CAL,6904.0,Sede 102,Consultorio 1,Celsius,,,X,,,,,,,,,,2025-04-15,256,Sede 102,Realizado,0,0.0,0.0,0.0,63944
"-1,5 mmHg, SIN FTT",,,Tensiometro,En Revisión,CC 402323 // CC 458489,Welch Allyn,50217164724,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.07,Celsius,,,,X,,,,,,,,,2025-06-04,306,Torre I,Realizado,0,0.0,0.0,0.0,63944
"-1,7 mmHg",,,Tensiometro,En Revisión,CC 402315 // CC 457982,Welch Allyn,140905014335,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.414,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
"2,7 mmHg",,,Tensiometro,En Revisión,CC 402319 //,Gamma,500063090,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.18,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
"1,7 mmHg",,,Tensiometro,En Revisión,CC 402320 // 22/05/2025,Gamma,500063095,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.02,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
"2,7 mmHg",,,Tensiometro,En Revisión,CC 402322 //  CC 457979,Heine,500063085,Calibración metrologica,,,,CAL,7409.0,Consulta externa,Torre I piso 9 C.901,Celsius,,,,X,,,,,,,,,2025-05-22,293,Torre I,Realizado,0,0.0,0.0,0.0,63944
